"sample","family","genus","species","number","length","stage","activity","periodtime","range","scientific"
"POC12009","Carangidae","Carangoides","chrysophrys",1,459.97907,"AD","Passing",44.03533,2254.04976,"Carangidae Carangoides chrysophrys"
"POC12009","Carangidae","Caranx","ignobilis",1,569.35455,"AD","Passing",51.45,1581.45434,"Carangidae Caranx ignobilis"
"POC12009","Carangidae","Carangoides","caeruleopinnatus",1,406.79127,"AD","Passing",54.21667,3892.71011,"Carangidae Carangoides caeruleopinnatus"
"POC12009","Carangidae","Carangoides","caeruleopinnatus",1,400.74115,"AD","Passing",54.22533,3142.00776,"Carangidae Carangoides caeruleopinnatus"
"POC12009","Carangidae","Carangoides","caeruleopinnatus",1,367.71923,"AD","Passing",54.24,4515.50984,"Carangidae Carangoides caeruleopinnatus"
"POC12009","Carangidae","Carangoides","caeruleopinnatus",1,370.35368,"AD","Passing",54.25867,3657.67733,"Carangidae Carangoides caeruleopinnatus"
"POC12009","Carangidae","Carangoides","caeruleopinnatus",1,376.39293,"AD","Passing",54.25867,3648.05836,"Carangidae Carangoides caeruleopinnatus"
"POC12009","Carangidae","Carangoides","caeruleopinnatus",1,384.76815,"AD","Passing",54.27133,3924.08326,"Carangidae Carangoides caeruleopinnatus"
"POC13007","Nemipteridae","Nemipterus","spp",1,266.12382,"AD","Passing",1.742,2111.97051,"Nemipteridae Nemipterus spp"
"POC13007","Nemipteridae","Nemipterus","spp",1,119.85388,"AD","Passing",2.758,1899.1158,"Nemipteridae Nemipterus spp"
"POC13007","Lutjanidae","Pristipomoides","multidens",1,300.09043,"AD","Attracted",4.456,1640.74737,"Lutjanidae Pristipomoides multidens"
"POC13007","Tetraodontidae","Lagocephalus","lunaris",1,314.7757,"AD","Passing",5.11933,2428.30702,"Tetraodontidae Lagocephalus lunaris"
"POC13007","Ariidae","Netuma","thalassina",1,311.74608,"AD","Attracted",18.58733,1813.13652,"Ariidae Netuma thalassina"
"POC13007","Carcharhinidae","Carcharhinus","sorrah",1,850.8712,"AD","Passing",25.57067,1488.50238,"Carcharhinidae Carcharhinus sorrah"
"POC13007","Carangidae","Carangoides","chrysophrys",1,193.41591,"AD","Passing",31.516,1364.98103,"Carangidae Carangoides chrysophrys"
"POC13007","Carangidae","Carangoides","chrysophrys",1,427.90803,"AD","Passing",31.52067,1588.81233,"Carangidae Carangoides chrysophrys"
"POC13007","Carangidae","Carangoides","chrysophrys",1,192.92584,"AD","Passing",31.532,1426.73375,"Carangidae Carangoides chrysophrys"
"POC13007","Terapontidae","Terapon","jarbua",1,231.67816,"AD","Passing",36.37933,1475.97582,"Terapontidae Terapon jarbua"
"POC13007","Carcharhinidae","Loxodon","macrorhinus",1,532.24329,"AD","Passing",42.736,1429.1457,"Carcharhinidae Loxodon macrorhinus"
"POC38004","Nemipteridae","Nemipterus","spp",1,232.87299,"AD","Passing",9.75867,1594.06253,"Nemipteridae Nemipterus spp"
"POC38004","Nemipteridae","Nemipterus","spp",1,188.85227,"AD","Passing",9.76467,1391.31097,"Nemipteridae Nemipterus spp"
"POC38004","Tetraodontidae","Lagocephalus","lunaris",1,329.95843,"AD","Passing",17.30467,1439.62412,"Tetraodontidae Lagocephalus lunaris"
"POC38004","Carangidae","Caranx","ignobilis",1,636.30379,"AD","Passing",33.19667,1957.60694,"Carangidae Caranx ignobilis"
"POC13009","Carangidae","Caranx","ignobilis",1,639.44573,"AD","Passing",0.17,1807.78581,"Carangidae Caranx ignobilis"
"POC13009","Lutjanidae","Pristipomoides","multidens",1,305.58002,"AD","Passing",3.322,1768.68599,"Lutjanidae Pristipomoides multidens"
"POC13009","Nemipteridae","Nemipterus","spp",1,245.39957,"AD","Passing",7.36533,2459.5182,"Nemipteridae Nemipterus spp"
"POC13009","Ariidae","Netuma","thalassina",1,428.28419,"AD","Passing",28.01533,1445.44342,"Ariidae Netuma thalassina"
"POC13009","Sparidae","Argyrops","spinifer",1,285.52091,"AD","Passing",42.42333,1578.28933,"Sparidae Argyrops spinifer"
"POC13009","Carangidae","Caranx","tille",1,454.05226,"AD","Passing",47.73733,1838.60163,"Carangidae Caranx tille"
"POC13009","Carangidae","Carangoides","chrysophrys",1,309.88744,"AD","Passing",58.24133,1754.35269,"Carangidae Carangoides chrysophrys"
"POC13009","Carangidae","Carangoides","chrysophrys",1,175.76253,"AD","Passing",58.24133,1295.4641,"Carangidae Carangoides chrysophrys"
"POC13009","Carangidae","Carangoides","chrysophrys",1,339.42033,"AD","Passing",58.24333,2352.42007,"Carangidae Carangoides chrysophrys"
"POC13009","Carangidae","Carangoides","chrysophrys",1,211.45347,"AD","Passing",58.256,1723.0728,"Carangidae Carangoides chrysophrys"
"POC13009","Carangidae","Carangoides","chrysophrys",1,216.77106,"AD","Passing",58.256,2320.97585,"Carangidae Carangoides chrysophrys"
"POC13009","Carangidae","Carangoides","chrysophrys",1,198.28212,"AD","Passing",58.26067,1559.72408,"Carangidae Carangoides chrysophrys"
"POC13009","Carangidae","Carangoides","chrysophrys",1,173.67218,"AD","Passing",58.272,1428.9985,"Carangidae Carangoides chrysophrys"
"POC13009","Carangidae","Carangoides","chrysophrys",1,167.52414,"AD","Passing",58.272,2144.66611,"Carangidae Carangoides chrysophrys"
"POC13009","Carangidae","Carangoides","chrysophrys",1,187.93877,"AD","Passing",58.272,2195.93003,"Carangidae Carangoides chrysophrys"
"POC39002","Nemipteridae","Nemipterus","spp",1,152.89231,"AD","Passing",4.02933,1335.09277,"Nemipteridae Nemipterus spp"
"POC39002","Nemipteridae","Nemipterus","spp",1,144.44433,"AD","Passing",4.03533,1213.8034,"Nemipteridae Nemipterus spp"
"POC39002","Nemipteridae","Nemipterus","spp",1,113.81797,"AD","Passing",4.15933,1427.7394,"Nemipteridae Nemipterus spp"
"POC39002","Lutjanidae","Pristipomoides","multidens",1,232.52772,"AD","Passing",11.38133,1468.29078,"Lutjanidae Pristipomoides multidens"
"POC39002","Tetraodontidae","Lagocephalus","lunaris",1,374.15043,"AD","Passing",34.542,1051.95835,"Tetraodontidae Lagocephalus lunaris"
"POC38002","Nemipteridae","Nemipterus","spp",1,240.05705,"AD","Passing",9.76267,1699.52366,"Nemipteridae Nemipterus spp"
"POC38002","Nemipteridae","Nemipterus","spp",1,210.7331,"AD","Passing",9.76267,1550.72082,"Nemipteridae Nemipterus spp"
"POC38002","Nemipteridae","Nemipterus","spp",1,245.90894,"AD","Passing",9.76267,1835.14716,"Nemipteridae Nemipterus spp"
"POC38002","Nemipteridae","Nemipterus","spp",1,170.42443,"AD","Passing",9.76267,1407.46533,"Nemipteridae Nemipterus spp"
"POC38002","Fistulariidae","Fistularia","commersonii",1,1140.02427,"AD","Passing",11.05667,3265.14308,"Fistulariidae Fistularia commersonii"
"POC38002","Synodontidae","Saurida","undosquamis",1,413.60603,"AD","Attracted",11.31733,1640.86202,"Synodontidae Saurida undosquamis"
"POC38002","Sphyraenidae","Sphyraena","forsteri",1,339.96999,"AD","Passing",15.07733,1892.77758,"Sphyraenidae Sphyraena forsteri"
"POC38002","Carcharhinidae","Carcharhinus","coatesi",1,781.40978,"AD","Passing",26.59267,1729.38566,"Carcharhinidae Carcharhinus coatesi"
"POC38002","Lutjanidae","Pristipomoides","multidens",1,312.77127,"AD","Passing",34.25,2243.08626,"Lutjanidae Pristipomoides multidens"
"POC38002","Lutjanidae","Pristipomoides","multidens",1,311.13897,"AD","Passing",34.25133,1651.66246,"Lutjanidae Pristipomoides multidens"
"POC38002","Carangidae","Carangoides","chrysophrys",1,294.8013,"AD","Passing",37.74267,3920.76873,"Carangidae Carangoides chrysophrys"
"POC38002","Ariidae","Netuma","thalassina",1,439.82586,"AD","Passing",53.71867,1409.34453,"Ariidae Netuma thalassina"
"POC38002","Ariidae","Netuma","thalassina",1,453.09264,"AD","Passing",53.75867,1861.59711,"Ariidae Netuma thalassina"
"POC38002","Tetraodontidae","Lagocephalus","lunaris",1,392.05807,"AD","Passing",55.524,1467.6032,"Tetraodontidae Lagocephalus lunaris"
"POC38002","Carcharhinidae","Carcharhinus","sorrah",1,1150.30841,"AD","Passing",56.41733,1761.12106,"Carcharhinidae Carcharhinus sorrah"
"POC24009","Synodontidae","Saurida","undosquamis",1,359.31904,"AD","Passing",39.34533,2163.13563,"Synodontidae Saurida undosquamis"
"POC24009","Tetraodontidae","Lagocephalus","lunaris",1,377.1606,"AD","Passing",45.946,1655.01333,"Tetraodontidae Lagocephalus lunaris"
"POC24009","Carangidae","Decapterus","spp",1,137.26716,"AD","Passing",49.84867,1949.77809,"Carangidae Decapterus spp"
"POC12001","Nemipteridae","Nemipterus","spp",1,211.67927,"AD","Passing",7.27467,1715.88896,"Nemipteridae Nemipterus spp"
"POC12001","Nemipteridae","Nemipterus","spp",1,197.75453,"AD","Passing",7.27667,1986.46085,"Nemipteridae Nemipterus spp"
"POC12001","Nemipteridae","Nemipterus","spp",1,197.17233,"AD","Passing",7.298,1457.65788,"Nemipteridae Nemipterus spp"
"POC12001","Nemipteridae","Nemipterus","spp",1,174.52378,"AD","Passing",7.34467,1203.77627,"Nemipteridae Nemipterus spp"
"POC12001","Nemipteridae","Nemipterus","spp",1,186.463,"AD","Passing",7.34867,1672.13997,"Nemipteridae Nemipterus spp"
"POC12001","Nemipteridae","Nemipterus","spp",1,209.27323,"AD","Passing",7.45133,1278.88106,"Nemipteridae Nemipterus spp"
"POC12001","Sphyraenidae","Sphyraena","qenie",1,322.32782,"AD","Passing",10.17,3375.27992,"Sphyraenidae Sphyraena qenie"
"POC12001","Lutjanidae","Pristipomoides","multidens",1,353.39642,"AD","Passing",20.18733,2384.51915,"Lutjanidae Pristipomoides multidens"
"POC12001","Lutjanidae","Pristipomoides","multidens",1,410.54803,"AD","Passing",20.18733,1928.86359,"Lutjanidae Pristipomoides multidens"
"POC12001","Lutjanidae","Pristipomoides","multidens",1,359.94648,"AD","Passing",20.2,2308.15628,"Lutjanidae Pristipomoides multidens"
"POC12001","Ariidae","Netuma","thalassina",1,531.28496,"AD","Passing",22.74533,1976.23629,"Ariidae Netuma thalassina"
"POC12001","Carangidae","Carangoides","chrysophrys",1,219.64919,"AD","Passing",28.29333,1965.50301,"Carangidae Carangoides chrysophrys"
"POC12001","Carangidae","Carangoides","chrysophrys",1,399.44874,"AD","Passing",28.296,1550.33203,"Carangidae Carangoides chrysophrys"
"POC12001","Carangidae","Carangoides","chrysophrys",1,429.27469,"AD","Passing",28.31067,1697.77786,"Carangidae Carangoides chrysophrys"
"POC12001","Rhinidae","Rhynchobatus","australiae",1,1069.9284,"AD","Passing",50.61467,3368.76831,"Rhynchobatidae Rhynchobatus australiae"
"POC12001","Carangidae","Caranx","ignobilis",1,626.86209,"AD","Passing",57.732,3380.82413,"Carangidae Caranx ignobilis"
"POC11013","Nemipteridae","Nemipterus","spp",1,78.6049,"AD","Passing",2.88267,1340.17396,"Nemipteridae Nemipterus spp"
"POC11013","Ariidae","Netuma","thalassina",1,526.3032,"AD","Passing",29.49467,1645.43862,"Ariidae Netuma thalassina"
"POC11013","Carcharhinidae","Carcharhinus","sorrah",1,841.5475,"AD","Passing",35.69533,2635.89148,"Carcharhinidae Carcharhinus sorrah"
"POC11013","Sphyrnidae","Sphyrna","mokarran",1,1854.48443,"AD","Passing",36.31867,2922.75737,"Sphyrnidae Sphyrna mokarran"
"POC11013","Carangidae","Caranx","ignobilis",1,546.66797,"AD","Passing",37.91,2659.74077,"Carangidae Caranx ignobilis"
"POC11013","Carangidae","Carangoides","chrysophrys",1,225.04187,"AD","Passing",52.46,1636.94579,"Carangidae Carangoides chrysophrys"
"POC11013","Carangidae","Carangoides","chrysophrys",1,262.04813,"AD","Passing",52.48467,2175.25395,"Carangidae Carangoides chrysophrys"
"POC11013","Carangidae","Carangoides","chrysophrys",1,249.79974,"AD","Passing",52.52333,2129.13534,"Carangidae Carangoides chrysophrys"
"POC11013","Carangidae","Carangoides","chrysophrys",1,221.60302,"AD","Passing",52.52333,2338.26958,"Carangidae Carangoides chrysophrys"
"POC11013","Carangidae","Carangoides","chrysophrys",1,222.1809,"AD","Passing",52.63067,1821.54014,"Carangidae Carangoides chrysophrys"
"POC11002","Carangidae","Caranx","ignobilis",1,637.44138,"AD","Passing",15.894,2612.05046,"Carangidae Caranx ignobilis"
"POC11002","Lutjanidae","Lutjanus","russellii",1,318.96893,"AD","Passing",17.20867,1759.50353,"Lutjanidae Lutjanus russellii"
"POC11002","Lutjanidae","Lutjanus","russellii",1,320.68971,"AD","Passing",17.21933,1688.48615,"Lutjanidae Lutjanus russellii"
"POC11002","Lutjanidae","Lutjanus","russellii",1,269.84853,"AD","Passing",17.22333,1917.29642,"Lutjanidae Lutjanus russellii"
"POC11002","Lutjanidae","Lutjanus","vitta",1,296.69631,"AD","Passing",21.582,1710.81316,"Lutjanidae Lutjanus vitta"
"POC11002","Lutjanidae","Lutjanus","vitta",1,281.92952,"AD","Passing",21.638,2275.37406,"Lutjanidae Lutjanus vitta"
"POC11002","Lethrinidae","Gymnocranius","grandoculis",1,322.19133,"AD","Passing",22.338,2744.41775,"Lethrinidae Gymnocranius grandoculis"
"POC11002","Lethrinidae","Gymnocranius","grandoculis",1,411.63545,"AD","Passing",22.36467,1596.28113,"Lethrinidae Gymnocranius grandoculis"
"POC11002","Lutjanidae","Lutjanus","sebae",1,374.72279,"AD","Passing",28.874,1483.75884,"Lutjanidae Lutjanus sebae"
"POC11002","Lutjanidae","Lutjanus","sebae",1,400.22839,"AD","Passing",28.99067,1380.83774,"Lutjanidae Lutjanus sebae"
"POC11002","Lutjanidae","Lutjanus","sebae",1,324.99877,"AD","Passing",28.99067,1344.5222,"Lutjanidae Lutjanus sebae"
"POC11002","Lutjanidae","Pristipomoides","multidens",1,543.36687,"AD","Passing",29.004,1510.8306,"Lutjanidae Pristipomoides multidens"
"POC11002","Serranidae","Epinephelus","areolatus",1,288.79427,"AD","Passing",29.004,1516.81198,"Serranidae Epinephelus areolatus"
"POC11002","Lutjanidae","Lutjanus","sebae",1,456.83932,"AD","Passing",29.11733,1733.36884,"Lutjanidae Lutjanus sebae"
"POC11002","Lutjanidae","Lutjanus","sebae",1,431.18574,"AD","Passing",29.128,1440.09972,"Lutjanidae Lutjanus sebae"
"POC11002","Carangidae","Carangoides","caeruleopinnatus",1,147.54991,"AD","Passing",31.58333,4413.92742,"Carangidae Carangoides caeruleopinnatus"
"POC11002","Lutjanidae","Pristipomoides","multidens",1,533.64816,"AD","Passing",32.62733,1735.81527,"Lutjanidae Pristipomoides multidens"
"POC11002","Lutjanidae","Pristipomoides","multidens",1,504.51776,"AD","Passing",32.82467,2040.40192,"Lutjanidae Pristipomoides multidens"
"POC11002","Carcharhinidae","Carcharhinus","coatesi",1,607.34107,"AD","Passing",35.762,2075.68268,"Carcharhinidae Carcharhinus coatesi"
"POC11002","Ariidae","Netuma","thalassina",1,397.36251,"AD","Passing",37.156,1636.84872,"Ariidae Netuma thalassina"
"POC11002","Tetraodontidae","Lagocephalus","lunaris",1,372.23314,"AD","Passing",41.152,2877.50579,"Tetraodontidae Lagocephalus lunaris"
"POC11002","Sparidae","Argyrops","spinifer",1,269.61278,"AD","Passing",52.308,1554.39284,"Sparidae Argyrops spinifer"
"POC11002","Sparidae","Argyrops","spinifer",1,276.64284,"AD","Passing",52.312,1626.95969,"Sparidae Argyrops spinifer"
"POC11002","Sparidae","Argyrops","spinifer",1,247.60508,"AD","Passing",52.312,1749.82722,"Sparidae Argyrops spinifer"
"POC11002","Sparidae","Argyrops","spinifer",1,255.31698,"AD","Passing",52.312,2111.79415,"Sparidae Argyrops spinifer"
"POC11002","Balistidae","Abalistes","stellatus",1,272.72946,"AD","Passing",53.71733,1877.25914,"Balistidae Abalistes stellatus"
"POC11002","Carangidae","Carangoides","chrysophrys",1,450.97867,"AD","Passing",55.06,1914.95305,"Carangidae Carangoides chrysophrys"
"POC11002","Carangidae","Carangoides","chrysophrys",1,491.64985,"AD","Passing",55.064,2057.57772,"Carangidae Carangoides chrysophrys"
"POC11002","Serranidae","Epinephelus","areolatus",1,285.14167,"AD","Passing",55.35733,1390.76372,"Serranidae Epinephelus areolatus"
"POC11002","Serranidae","Epinephelus","areolatus",1,154.90789,"AD","Passing",55.35733,1599.7468,"Serranidae Epinephelus areolatus"
"POC11002","Serranidae","Epinephelus","areolatus",1,294.07263,"AD","Passing",55.366,1484.94298,"Serranidae Epinephelus areolatus"
"POC11002","Echeneidae","Echeneis","naucrates",1,228.00015,"AD","Passing",57.204,2681.00936,"Echeneidae Echeneis naucrates"
"POC38005","Tetraodontidae","Lagocephalus","lunaris",1,325.15888,"AD","Passing",6.59667,1881.10686,"Tetraodontidae Lagocephalus lunaris"
"POC38005","Nemipteridae","Nemipterus","spp",1,208.0957,"AD","Passing",14.84533,1442.76363,"Nemipteridae Nemipterus spp"
"POC38005","Nemipteridae","Nemipterus","spp",1,216.73086,"AD","Passing",14.852,1333.75656,"Nemipteridae Nemipterus spp"
"POC38005","Nemipteridae","Nemipterus","spp",1,241.28988,"AD","Passing",14.86067,1503.52165,"Nemipteridae Nemipterus spp"
"POC38005","Nemipteridae","Nemipterus","spp",1,231.86271,"AD","Passing",14.98,1598.20236,"Nemipteridae Nemipterus spp"
"POC38005","Carcharhinidae","Carcharhinus","sorrah",1,1068.75516,"AD","Passing",17.81,1541.96912,"Carcharhinidae Carcharhinus sorrah"
"POC38005","Synodontidae","Saurida","undosquamis",1,388.98559,"AD","Passing",22.79,1903.43474,"Synodontidae Saurida undosquamis"
"POC38005","Carangidae","Carangoides","chrysophrys",1,271.58145,"AD","Passing",38.922,2645.24817,"Carangidae Carangoides chrysophrys"
"POC38005","Carangidae","Carangoides","chrysophrys",1,272.63625,"AD","Passing",40.14267,5363.52115,"Carangidae Carangoides chrysophrys"
"POC38005","Carcharhinidae","Carcharhinus","plumbeus",1,973.21881,"AD","Passing",51.128,2285.09621,"Carcharhinidae Carcharhinus plumbeus"
"POC13005","Carangidae","Carangoides","chrysophrys",1,172.591,"AD","Passing",18.52067,2290.76614,"Carangidae Carangoides chrysophrys"
"POC13005","Carangidae","Carangoides","chrysophrys",1,182.94339,"AD","Passing",18.52067,2346.29524,"Carangidae Carangoides chrysophrys"
"POC13005","Carangidae","Carangoides","chrysophrys",1,156.59104,"AD","Passing",18.534,1754.01082,"Carangidae Carangoides chrysophrys"
"POC13005","Tetraodontidae","Lagocephalus","lunaris",1,298.78591,"AD","Passing",23.822,3039.5175,"Tetraodontidae Lagocephalus lunaris"
"POC13005","Tetraodontidae","Lagocephalus","lunaris",1,310.64435,"AD","Passing",23.85333,1702.1911,"Tetraodontidae Lagocephalus lunaris"
"POC13005","Terapontidae","Terapon","jarbua",1,193.5702,"AD","Passing",43.52533,1468.09953,"Terapontidae Terapon jarbua"
"POC13005","Terapontidae","Terapon","jarbua",1,199.24905,"AD","Passing",43.59067,1486.21094,"Terapontidae Terapon jarbua"
"POC13005","Synodontidae","Synodus","indicus",1,289.63651,"AD","Passing",50.29467,1623.70678,"Synodontidae Synodus indicus"
"POC37003","Nemipteridae","Nemipterus","spp",1,137.73476,"AD","Passing",1.57067,1805.54418,"Nemipteridae Nemipterus spp"
"POC37003","Carangidae","Caranx","ignobilis",1,613.98979,"AD","Passing",6.36933,3098.43324,"Carangidae Caranx ignobilis"
"POC37003","Carcharhinidae","Loxodon","macrorhinus",1,629.08602,"AD","Passing",13.19533,2090.33982,"Carcharhinidae Loxodon macrorhinus"
"POC37003","Terapontidae","Terapon","jarbua",1,252.67048,"AD","Passing",25.77667,1825.61758,"Terapontidae Terapon jarbua"
"POC37003","Priacanthidae","Priacanthus","hamrur",1,311.49164,"AD","Passing",29.44333,1540.80225,"Priacanthidae Priacanthus hamrur"
"POC37003","Carangidae","Decapterus","spp",1,290.45877,"AD","Passing",35.862,1674.00933,"Carangidae Decapterus spp"
"POC37003","Carangidae","Decapterus","spp",1,279.58229,"AD","Passing",35.86467,2027.05397,"Carangidae Decapterus spp"
"POC37003","Carcharhinidae","Carcharhinus","plumbeus",1,1073.38601,"AD","Feeding",36.35333,2055.92706,"Carcharhinidae Carcharhinus plumbeus"
"POC37003","Tetraodontidae","Lagocephalus","lunaris",1,324.15365,"AD","Feeding",52.72467,1278.19401,"Tetraodontidae Lagocephalus lunaris"
"POC37005","Nemipteridae","Nemipterus","spp",1,135.42503,"AD","Passing",1.492,1690.84325,"Nemipteridae Nemipterus spp"
"POC37005","Nemipteridae","Nemipterus","spp",1,161.40932,"AD","Passing",1.50933,1554.29106,"Nemipteridae Nemipterus spp"
"POC37005","Nemipteridae","Nemipterus","spp",1,178.28724,"AD","Passing",1.61533,2068.52504,"Nemipteridae Nemipterus spp"
"POC37005","Nemipteridae","Nemipterus","spp",1,214.61597,"AD","Passing",3.61133,2161.36611,"Nemipteridae Nemipterus spp"
"POC37005","Nemipteridae","Nemipterus","spp",1,157.13172,"AD","Passing",3.61133,1508.85371,"Nemipteridae Nemipterus spp"
"POC37005","Nemipteridae","Nemipterus","spp",1,184.52586,"AD","Passing",3.61133,1517.09747,"Nemipteridae Nemipterus spp"
"POC37005","Lutjanidae","Pristipomoides","multidens",1,200.07087,"AD","Passing",17.04333,2391.4641,"Lutjanidae Pristipomoides multidens"
"POC37005","Carangidae","Caranx","ignobilis",1,525.91297,"AD","Passing",26.566,2933.32694,"Carangidae Caranx ignobilis"
"POC37005","Synodontidae","Saurida","undosquamis",1,346.30694,"AD","Passing",32.7,1681.94474,"Synodontidae Saurida undosquamis"
"POC37005","Tetraodontidae","Lagocephalus","lunaris",1,336.8433,"AD","Passing",56.54067,1635.65818,"Tetraodontidae Lagocephalus lunaris"
"POC39001","Nemipteridae","Nemipterus","spp",1,67.1721,"AD","Passing",0.39333,1307.26346,"Nemipteridae Nemipterus spp"
"POC39001","Nemipteridae","Nemipterus","spp",1,98.65725,"AD","Passing",0.44733,1531.00694,"Nemipteridae Nemipterus spp"
"POC39001","Synodontidae","Saurida","undosquamis",1,332.10775,"AD","Passing",6.11533,2673.16032,"Synodontidae Saurida undosquamis"
"POC39001","Lutjanidae","Pristipomoides","multidens",1,317.51338,"AD","Passing",26.42533,1904.99404,"Lutjanidae Pristipomoides multidens"
"POC39001","Lutjanidae","Pristipomoides","multidens",1,306.39754,"AD","Passing",26.458,1267.66517,"Lutjanidae Pristipomoides multidens"
"POC39001","Lutjanidae","Pristipomoides","multidens",1,323.06443,"AD","Passing",26.48733,1001.07584,"Lutjanidae Pristipomoides multidens"
"POC39001","Tetraodontidae","Lagocephalus","lunaris",1,414.45178,"AD","Passing",35.17333,1676.11326,"Tetraodontidae Lagocephalus lunaris"
"POC39001","Carcharhinidae","Carcharhinus","sorrah",1,988.9803,"AD","Feeding",46.40667,1299.98689,"Carcharhinidae Carcharhinus sorrah"
"POC12002","Nemipteridae","Nemipterus","spp",1,282.0559,"AD","Passing",5.56533,2009.60783,"Nemipteridae Nemipterus spp"
"POC12002","Nemipteridae","Nemipterus","spp",1,188.57459,"AD","Passing",5.574,1509.8586,"Nemipteridae Nemipterus spp"
"POC12002","Nemipteridae","Nemipterus","spp",1,218.35672,"AD","Passing",5.574,2010.26973,"Nemipteridae Nemipterus spp"
"POC12002","Nemipteridae","Nemipterus","spp",1,190.68829,"AD","Passing",5.596,2059.21321,"Nemipteridae Nemipterus spp"
"POC12002","Nemipteridae","Nemipterus","spp",1,262.77689,"AD","Passing",5.596,1615.25053,"Nemipteridae Nemipterus spp"
"POC12002","Carcharhinidae","Carcharhinus","sorrah",1,1156.0285,"AD","Passing",13.296,2710.48727,"Carcharhinidae Carcharhinus sorrah"
"POC12002","Tetraodontidae","Lagocephalus","lunaris",1,395.42476,"AD","Passing",14.66667,3237.44556,"Tetraodontidae Lagocephalus lunaris"
"POC12002","Ariidae","Netuma","thalassina",1,383.00123,"AD","Passing",19.58533,1613.38429,"Ariidae Netuma thalassina"
"POC12002","Lutjanidae","Pristipomoides","multidens",1,225.5151,"AD","Passing",20.392,1816.84123,"Lutjanidae Pristipomoides multidens"
"POC12002","Lutjanidae","Pristipomoides","multidens",1,289.24951,"AD","Passing",20.39733,1896.93642,"Lutjanidae Pristipomoides multidens"
"POC12002","Sphyraenidae","Sphyraena","qenie",1,282.3349,"AD","Passing",25.658,5380.87954,"Sphyraenidae Sphyraena qenie"
"POC12002","Carangidae","Caranx","ignobilis",1,527.94282,"AD","Passing",26.60733,2179.91977,"Carangidae Caranx ignobilis"
"POC12002","Carcharhinidae","Loxodon","macrorhinus",1,660.49813,"AD","Passing",46.21933,3285.044,"Carcharhinidae Loxodon macrorhinus"
"POC12002","Sparidae","Argyrops","spinifer",1,257.28322,"AD","Passing",55.964,1495.18808,"Sparidae Argyrops spinifer"
"POC12002","Sparidae","Argyrops","spinifer",1,252.59554,"AD","Passing",55.964,1832.67883,"Sparidae Argyrops spinifer"
"POC11014","Carangidae","Carangoides","chrysophrys",1,213.26094,"AD","Passing",11.90267,1998.26661,"Carangidae Carangoides chrysophrys"
"POC11014","Carangidae","Carangoides","chrysophrys",1,247.45689,"AD","Passing",11.94533,1743.85472,"Carangidae Carangoides chrysophrys"
"POC11014","Carangidae","Carangoides","chrysophrys",1,238.51187,"AD","Passing",11.99,1117.15319,"Carangidae Carangoides chrysophrys"
"POC11014","Carangidae","Carangoides","chrysophrys",1,192.79701,"AD","Passing",11.99867,2304.80089,"Carangidae Carangoides chrysophrys"
"POC11014","Carangidae","Carangoides","chrysophrys",1,147.49526,"AD","Passing",12.03,2375.13073,"Carangidae Carangoides chrysophrys"
"POC11014","Carangidae","Caranx","ignobilis",1,591.19218,"AD","Passing",41.784,2777.8744,"Carangidae Caranx ignobilis"
"POC11014","Carangidae","Caranx","ignobilis",1,551.17936,"AD","Passing",41.80667,2470.59542,"Carangidae Caranx ignobilis"
"POC11014","Tetraodontidae","Lagocephalus","lunaris",1,366.31157,"AD","Passing",45.192,1303.06194,"Tetraodontidae Lagocephalus lunaris"
"POC11009","Nemipteridae","Nemipterus","spp",1,82.48412,"AD","Passing",0.40333,1196.60635,"Nemipteridae Nemipterus spp"
"POC11009","Carcharhinidae","Loxodon","macrorhinus",1,586.76825,"AD","Passing",2.21933,2620.20317,"Carcharhinidae Loxodon macrorhinus"
"POC11009","Carcharhinidae","Carcharhinus","plumbeus",1,1005.40515,"AD","Passing",3.40667,1886.55069,"Carcharhinidae Carcharhinus plumbeus"
"POC11009","Carangidae","Carangoides","chrysophrys",1,222.08594,"AD","Passing",10.52933,2357.66484,"Carangidae Carangoides chrysophrys"
"POC11009","Carangidae","Carangoides","chrysophrys",1,195.55189,"AD","Passing",10.70733,1899.39328,"Carangidae Carangoides chrysophrys"
"POC11009","Carangidae","Carangoides","chrysophrys",1,272.58059,"AD","Passing",10.752,2108.32958,"Carangidae Carangoides chrysophrys"
"POC11009","Lutjanidae","Pristipomoides","multidens",1,292.52195,"AD","Passing",22.88,2263.28689,"Lutjanidae Pristipomoides multidens"
"POC11009","Sparidae","Argyrops","spinifer",1,233.27647,"AD","Feeding",51.644,1617.37335,"Sparidae Argyrops spinifer"
"POC11009","Tetraodontidae","Lagocephalus","lunaris",1,356.17872,"AD","Passing",52.96667,2310.53438,"Tetraodontidae Lagocephalus lunaris"
"POC11009","Tetraodontidae","Lagocephalus","lunaris",1,414.99278,"AD","Passing",52.974,2396.44986,"Tetraodontidae Lagocephalus lunaris"
"POC11009","Tetraodontidae","Lagocephalus","lunaris",1,357.27208,"AD","Passing",53.046,2095.317,"Tetraodontidae Lagocephalus lunaris"
"POC11009","Sparidae","Argyrops","spinifer",1,248.09876,"AD","Passing",56.59067,2913.3018,"Sparidae Argyrops spinifer"
"POC11009","Carangidae","Carangoides","malabaricus",1,197.44859,"AD","Passing",58.01733,1948.95058,"Carangidae Carangoides malabaricus"
