"sample","scientific","maxn","family","genus","species"
"POC38001","Lethrinidae Gymnocranius grandoculis",0,"Lethrinidae","Gymnocranius","grandoculis"
"POC38002","Lethrinidae Gymnocranius grandoculis",0,"Lethrinidae","Gymnocranius","grandoculis"
"POC38004","Lethrinidae Gymnocranius grandoculis",0,"Lethrinidae","Gymnocranius","grandoculis"
"POC38005","Lethrinidae Gymnocranius grandoculis",0,"Lethrinidae","Gymnocranius","grandoculis"
"POC39001","Lethrinidae Gymnocranius grandoculis",0,"Lethrinidae","Gymnocranius","grandoculis"
"POC39002","Lethrinidae Gymnocranius grandoculis",0,"Lethrinidae","Gymnocranius","grandoculis"
"POC39003","Lethrinidae Gymnocranius grandoculis",0,"Lethrinidae","Gymnocranius","grandoculis"
"POC39004","Lethrinidae Gymnocranius grandoculis",0,"Lethrinidae","Gymnocranius","grandoculis"
"POC39005","Lethrinidae Gymnocranius grandoculis",0,"Lethrinidae","Gymnocranius","grandoculis"
"POC11001","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC11002","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC11003","Lethrinidae Lethrinus lentjan",1,"Lethrinidae","Lethrinus","lentjan"
"POC11004","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC11005","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC11009","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC11011","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC11012","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC11013","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC11014","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC11015","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC12001","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC12002","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC12003","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC12004","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC12005","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC12006","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC12007","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC12008","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC12009","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC12010","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC13001","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC13002","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC13003","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC13004","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC13005","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC13007","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC13008","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC13009","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC13010","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC24006","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC24007","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC24008","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC24009","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC24010","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC25001","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC25002","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC25004","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC25005","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC26001","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC26002","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC26003","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC26004","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC26005","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC37001","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC37002","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC37003","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC37004","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC37005","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC38001","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC38002","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC38004","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC38005","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC39001","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC39002","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC39003","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC39004","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC39005","Lethrinidae Lethrinus lentjan",0,"Lethrinidae","Lethrinus","lentjan"
"POC11001","Lutjanidae Lutjanus malabaricus",4,"Lutjanidae","Lutjanus","malabaricus"
"POC11002","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC11003","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC11004","Lutjanidae Lutjanus malabaricus",1,"Lutjanidae","Lutjanus","malabaricus"
"POC11005","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC11009","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC11011","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC11012","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC11013","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC11014","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC11015","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC12001","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC12002","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC12003","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC12004","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC12005","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC12006","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC12007","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC12008","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC12009","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC12010","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC13001","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC13002","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC13003","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC13004","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC13005","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC13007","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC13008","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC13009","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC13010","Lutjanidae Lutjanus malabaricus",1,"Lutjanidae","Lutjanus","malabaricus"
"POC24006","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC24007","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC24008","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC24009","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC24010","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC25001","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC25002","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC25004","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC25005","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC26001","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC26002","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC26003","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC26004","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC26005","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC37001","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC37002","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC37003","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC37004","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC37005","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC38001","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC38002","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC38004","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC38005","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC39001","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC39002","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC39003","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC39004","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC39005","Lutjanidae Lutjanus malabaricus",0,"Lutjanidae","Lutjanus","malabaricus"
"POC11001","Lutjanidae Lutjanus russellii",1,"Lutjanidae","Lutjanus","russellii"
"POC11002","Lutjanidae Lutjanus russellii",3,"Lutjanidae","Lutjanus","russellii"
"POC11003","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC11004","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC11005","Lutjanidae Lutjanus russellii",1,"Lutjanidae","Lutjanus","russellii"
"POC11009","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC11011","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC11012","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC11013","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC11014","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC11015","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC12001","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC12002","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC12003","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC12004","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC12005","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC12006","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC12007","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC12008","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC12009","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC12010","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC13001","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC13002","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC13003","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC13004","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC13005","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC13007","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC13008","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC13009","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC13010","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC24006","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC24007","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC24008","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC24009","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC24010","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC25001","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC25002","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC25004","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC25005","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC26001","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC26002","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC26003","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC26004","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC26005","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC37001","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC37002","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC37003","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC37004","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC37005","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC38001","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC38002","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC38004","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC38005","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC39001","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC39002","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC39003","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC39004","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC39005","Lutjanidae Lutjanus russellii",0,"Lutjanidae","Lutjanus","russellii"
"POC11001","Lutjanidae Lutjanus sebae",2,"Lutjanidae","Lutjanus","sebae"
"POC11002","Lutjanidae Lutjanus sebae",6,"Lutjanidae","Lutjanus","sebae"
"POC11003","Lutjanidae Lutjanus sebae",10,"Lutjanidae","Lutjanus","sebae"
"POC11004","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC11005","Lutjanidae Lutjanus sebae",2,"Lutjanidae","Lutjanus","sebae"
"POC11009","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC11011","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC11012","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC11013","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC11014","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC11015","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC12001","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC12002","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC12003","Lutjanidae Lutjanus sebae",6,"Lutjanidae","Lutjanus","sebae"
"POC12004","Lutjanidae Lutjanus sebae",4,"Lutjanidae","Lutjanus","sebae"
"POC12005","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC12006","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC12007","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC12008","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC12009","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC12010","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC13001","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC13002","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC13003","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC13004","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC13005","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC13007","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC13008","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC13009","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC13010","Lutjanidae Lutjanus sebae",1,"Lutjanidae","Lutjanus","sebae"
"POC24006","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC24007","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC24008","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC24009","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC24010","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC25001","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC25002","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC25004","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC25005","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC26001","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC26002","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC26003","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC26004","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC26005","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC37001","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC37002","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC37003","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC37004","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC37005","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC38001","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC38002","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC38004","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC38005","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC39001","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC39002","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC39003","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC39004","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC39005","Lutjanidae Lutjanus sebae",0,"Lutjanidae","Lutjanus","sebae"
"POC11001","Lutjanidae Lutjanus vitta",1,"Lutjanidae","Lutjanus","vitta"
"POC11002","Lutjanidae Lutjanus vitta",2,"Lutjanidae","Lutjanus","vitta"
"POC11003","Lutjanidae Lutjanus vitta",2,"Lutjanidae","Lutjanus","vitta"
"POC11004","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC11005","Lutjanidae Lutjanus vitta",1,"Lutjanidae","Lutjanus","vitta"
"POC11009","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC11011","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC11012","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC11013","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC11014","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC11015","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC12001","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC12002","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC12003","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC12004","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC12005","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC12006","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC12007","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC12008","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC12009","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC12010","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC13001","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC13002","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC13003","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC13004","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC13005","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC13007","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC13008","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC13009","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC13010","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC24006","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC24007","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC24008","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC24009","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC24010","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC25001","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC25002","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC25004","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC25005","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC26001","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC26002","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC26003","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC26004","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC26005","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC37001","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC37002","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC37003","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC37004","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC37005","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC38001","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC38002","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC38004","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC38005","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC39001","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
