"sample","family","genus","species","length","number","range","activity"
"POC13007","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC13007","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC13007","Nemipteridae","Nemipterus","spp",266.12382,1,2111.97051,"Passing"
"POC13007","Nemipteridae","Nemipterus","spp",119.85388,1,1899.1158,"Passing"
"POC13007","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC13007","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC13007","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC13007","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC13007","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC13007","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC13007","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC13007","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC13007","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC13007","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC13007","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC13007","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC13007","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC13007","Synodontidae","Saurida","undosquamis",NA,0,NA,NA
"POC13007","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC13007","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC13007","Terapontidae","Terapon","jarbua",231.67816,1,1475.97582,"Passing"
"POC13007","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC13007","Tetraodontidae","Lagocephalus","lunaris",314.7757,1,2428.30702,"Passing"
"POC13007","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC13007","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC13008","Ariidae","Netuma","thalassina",NA,1,1962.21206,"Passing"
"POC13008","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC13008","Bothidae","Unknown","spp",NA,0,NA,NA
"POC13008","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC13008","Carangidae","Carangoides","chrysophrys",NA,5,1789.84523,"Passing"
"POC13008","Carangidae","Carangoides","chrysophrys",NA,1,1973.19602,"Passing"
"POC13008","Carangidae","Carangoides","chrysophrys",217.96978,1,2311.25817,"Passing"
"POC13008","Carangidae","Carangoides","chrysophrys",260.37619,2,1982.84922,"Passing"
"POC13008","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC13008","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC13008","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC13008","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC13008","Carangidae","Caranx","ignobilis",NA,0,NA,NA
"POC13008","Carangidae","Caranx","tille",NA,0,NA,NA
"POC13008","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC13008","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC13008","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC13008","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC13008","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC13008","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC13008","Carcharhinidae","Carcharhinus","sorrah",1054.1527,1,2112.15262,"Passing"
"POC13008","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC13008","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC13008","Carcharhinidae","Loxodon","macrorhinus",397.14251,1,1198.05754,"Passing"
"POC13008","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC13008","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC13008","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC13008","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC13008","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC13008","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC13008","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC13008","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC13008","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC13008","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC13008","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC13008","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC13008","Nemipteridae","Nemipterus","spp",NA,1,1594.43384,"Passing"
"POC13008","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC13008","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC13008","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC13008","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC13008","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC13008","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC13008","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC13008","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC13008","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC13008","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC13008","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC13008","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC13008","Sphyrnidae","Sphyrna","mokarran",NA,1,2477.17147,"Passing"
"POC13008","Synodontidae","Saurida","undosquamis",NA,0,NA,NA
"POC13008","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC13008","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC13008","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC13008","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC13008","Tetraodontidae","Lagocephalus","lunaris",417.36996,1,2726.45629,"Passing"
"POC13008","Tetraodontidae","Lagocephalus","lunaris",360.98817,1,1986.89876,"Passing"
"POC13008","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC13008","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC13009","Ariidae","Netuma","thalassina",428.28419,1,1445.44342,"Passing"
"POC13009","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC13009","Bothidae","Unknown","spp",NA,0,NA,NA
"POC13009","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC13009","Carangidae","Carangoides","chrysophrys",NA,1,2395.17416,"Passing"
"POC13009","Carangidae","Carangoides","chrysophrys",NA,1,1850.35725,"Passing"
"POC13009","Carangidae","Carangoides","chrysophrys",NA,1,2415.81273,"Passing"
"POC13009","Carangidae","Carangoides","chrysophrys",NA,1,1804.19699,"Passing"
"POC13009","Carangidae","Carangoides","chrysophrys",309.88744,1,1754.35269,"Passing"
"POC13009","Carangidae","Carangoides","chrysophrys",175.76253,1,1295.4641,"Passing"
"POC13009","Carangidae","Carangoides","chrysophrys",339.42033,1,2352.42007,"Passing"
"POC13009","Carangidae","Carangoides","chrysophrys",211.45347,1,1723.0728,"Passing"
"POC13009","Carangidae","Carangoides","chrysophrys",216.77106,1,2320.97585,"Passing"
"POC13009","Carangidae","Carangoides","chrysophrys",198.28212,1,1559.72408,"Passing"
"POC13009","Carangidae","Carangoides","chrysophrys",173.67218,1,1428.9985,"Passing"
"POC13009","Carangidae","Carangoides","chrysophrys",167.52414,1,2144.66611,"Passing"
"POC13009","Carangidae","Carangoides","chrysophrys",187.93877,1,2195.93003,"Passing"
"POC13009","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC13009","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC13009","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC13009","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC13009","Carangidae","Caranx","ignobilis",639.44573,1,1807.78581,"Passing"
"POC13009","Carangidae","Caranx","tille",454.05226,1,1838.60163,"Passing"
"POC13009","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC13009","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC13009","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC13009","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC13009","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC13009","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC13009","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC13009","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC13009","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC13009","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC13009","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC13009","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC13009","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC13009","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC13009","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC13009","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC13009","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC13009","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC13009","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC13009","Lutjanidae","Pristipomoides","multidens",305.58002,1,1768.68599,"Passing"
"POC13009","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC13009","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC13009","Nemipteridae","Nemipterus","spp",245.39957,1,2459.5182,"Passing"
"POC13009","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC13009","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC13009","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC13009","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC13009","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC13009","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC13009","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC13009","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC13009","Sparidae","Argyrops","spinifer",285.52091,1,1578.28933,"Passing"
"POC13009","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC13009","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC13009","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC13009","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC13009","Synodontidae","Saurida","undosquamis",NA,0,NA,NA
"POC13009","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC13009","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC13009","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC13009","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC13009","Tetraodontidae","Lagocephalus","lunaris",NA,1,2018.46204,"Passing"
"POC13009","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC13009","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC24006","Ariidae","Netuma","thalassina",NA,0,NA,NA
"POC24006","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC24006","Bothidae","Unknown","spp",NA,0,NA,NA
"POC24006","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC24006","Carangidae","Carangoides","chrysophrys",NA,1,2197.57501,"Passing"
"POC24006","Carangidae","Carangoides","chrysophrys",176.70993,1,1955.55439,"Passing"
"POC24006","Carangidae","Carangoides","chrysophrys",188.41374,1,2471.90688,"Passing"
"POC24006","Carangidae","Carangoides","chrysophrys",174.86217,1,2047.85451,"Passing"
"POC24006","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC24006","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC24006","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC24006","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC24006","Carangidae","Caranx","ignobilis",560.09945,1,2838.97167,"Passing"
"POC24006","Carangidae","Caranx","tille",NA,0,NA,NA
"POC24006","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC24006","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC24006","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC24006","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC24006","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC24006","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC24006","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC24006","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC24006","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC24006","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC24006","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC24006","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC24006","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC24006","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC24006","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC24006","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC24006","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC24006","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC24006","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC24006","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC24006","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC24006","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC24006","Nemipteridae","Nemipterus","spp",NA,0,NA,NA
"POC24006","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC24006","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC24006","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC24006","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC24006","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC24006","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC24006","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC24006","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC24006","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC24006","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC24006","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC24006","Sphyrnidae","Sphyrna","lewini",NA,1,1713.7205,"Passing"
"POC24006","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC24006","Synodontidae","Saurida","undosquamis",341.61371,1,950.58488,"Passing"
"POC24006","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC24006","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC24006","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC24006","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC24006","Tetraodontidae","Lagocephalus","lunaris",NA,1,2052.37833,"Passing"
"POC24006","Tetraodontidae","Lagocephalus","lunaris",372.59289,1,1992.66814,"Passing"
"POC24006","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC24006","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC24007","Ariidae","Netuma","thalassina",NA,0,NA,NA
"POC24007","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC24007","Bothidae","Unknown","spp",NA,0,NA,NA
"POC24007","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC24007","Carangidae","Carangoides","chrysophrys",NA,1,3049.44461,"Passing"
"POC24007","Carangidae","Carangoides","chrysophrys",NA,1,1596.93871,"Passing"
"POC24007","Carangidae","Carangoides","chrysophrys",NA,1,2015.68134,"Passing"
"POC24007","Carangidae","Carangoides","chrysophrys",409.7878,1,1992.9575,"Passing"
"POC24007","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC24007","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC24007","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC24007","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC24007","Carangidae","Caranx","ignobilis",612.36781,1,2445.69752,"Passing"
"POC24007","Carangidae","Caranx","tille",NA,0,NA,NA
"POC24007","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC24007","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC24007","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC24007","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC24007","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC24007","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC24007","Carcharhinidae","Carcharhinus","sorrah",NA,1,1395.194,"Passing"
"POC24007","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC24007","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC24007","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC24007","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC24007","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC24007","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC24007","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC24007","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC24007","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC24007","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC24007","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC24007","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC24007","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC24007","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC24007","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC24007","Nemipteridae","Nemipterus","spp",70.32698,1,1250.10344,"Passing"
"POC24007","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC24007","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC24007","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC24007","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC24007","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC24007","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC24007","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC24007","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC24007","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC24007","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC24007","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC24007","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC24007","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC24007","Synodontidae","Saurida","undosquamis",349.48581,1,1077.37077,"Passing"
"POC24007","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC24007","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC24007","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC24007","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC24007","Tetraodontidae","Lagocephalus","lunaris",323.69256,1,1578.36609,"Passing"
"POC24007","Tetraodontidae","Lagocephalus","lunaris",330.17038,1,1057.73927,"Passing"
"POC24007","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC24007","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC24008","Ariidae","Netuma","thalassina",NA,0,NA,NA
"POC24008","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC24008","Bothidae","Unknown","spp",NA,0,NA,NA
"POC24008","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC24008","Carangidae","Carangoides","chrysophrys",149.55609,1,2365.11515,"Passing"
"POC24008","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC24008","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC24008","Carangidae","Carangoides","sp10",73.35131,1,1445.95859,"Passing"
"POC24008","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC24008","Carangidae","Caranx","ignobilis",NA,1,2086.75413,"Passing"
"POC24008","Carangidae","Caranx","tille",NA,0,NA,NA
"POC24008","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC24008","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC24008","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC24008","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC24008","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC24008","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC24008","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC24008","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC24008","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC24008","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC24008","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC24008","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC24008","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC24008","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC24008","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC24008","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC24008","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC24008","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC24008","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC24008","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC24008","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC24008","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC24008","Nemipteridae","Nemipterus","spp",NA,0,NA,NA
"POC24008","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC24008","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC24008","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC24008","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC24008","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC24008","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC24008","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC24008","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC24008","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC24008","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC24008","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC24008","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC24008","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC24008","Synodontidae","Saurida","undosquamis",NA,1,1661.24614,"Passing"
"POC24008","Synodontidae","Saurida","undosquamis",NA,1,1617.47191,"Passing"
"POC24008","Synodontidae","Saurida","undosquamis",NA,1,1898.92728,"Passing"
"POC24008","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC24008","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC24008","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC24008","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC24008","Tetraodontidae","Lagocephalus","lunaris",NA,1,1519.49503,"Passing"
"POC24008","Tetraodontidae","Lagocephalus","lunaris",NA,1,1867.37747,"Passing"
"POC24008","Tetraodontidae","Lagocephalus","lunaris",334.67802,1,1546.68361,"Passing"
"POC24008","Tetraodontidae","Lagocephalus","lunaris",292.07083,1,1546.03616,"Passing"
"POC24008","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC24008","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC24009","Ariidae","Netuma","thalassina",NA,0,NA,NA
"POC24009","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC24009","Bothidae","Unknown","spp",NA,1,1509.80632,"Passing"
"POC24009","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC24009","Carangidae","Carangoides","chrysophrys",NA,1,2463.08595,"Passing"
"POC24009","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC24009","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC24009","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC24009","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC24009","Carangidae","Caranx","ignobilis",NA,0,NA,NA
"POC24009","Carangidae","Caranx","tille",NA,0,NA,NA
"POC24009","Carangidae","Decapterus","spp",NA,1,2536.12597,"Passing"
"POC24009","Carangidae","Decapterus","spp",137.26716,1,1949.77809,"Passing"
"POC24009","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC24009","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC24009","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC24009","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC24009","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC24009","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC24009","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC24009","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC24009","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC24009","Echeneidae","Echeneis","naucrates",NA,1,2004.31056,"Passing"
"POC24009","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC24009","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC24009","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC24009","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC24009","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC24009","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC24009","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC24009","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC24009","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC24009","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC24009","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC24009","Nemipteridae","Nemipterus","spp",NA,1,1404.71107,"Passing"
"POC24009","Nemipteridae","Nemipterus","spp",NA,1,1410.00251,"Passing"
"POC24009","Nemipteridae","Nemipterus","spp",NA,1,1415.58108,"Passing"
"POC24009","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC24009","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC24009","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC24009","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC24009","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC24009","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC24009","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC24009","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC24009","Sparidae","Argyrops","spinifer",NA,0,NA,NA
